Time,Event context,Component,Event name,Description
"19/02/21, 12:02",Course: Semantic Web,System,Course viewed,The user with id '8439' viewed the course with id '130'.
"19/02/21, 12:01",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8439' viewed the 'wiki' activity with course module id '5135'.
"19/02/21, 12:01",Course: Semantic Web,System,Course viewed,The user with id '8439' viewed the course with id '130'.
"19/02/21, 11:54",Course: Semantic Web,System,Course viewed,The user with id '8423' viewed the course with id '130'.
"19/02/21, 11:35",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"19/02/21, 10:45",Course: Semantic Web,System,Course viewed,The user with id '8439' viewed the course with id '130'.
"19/02/21, 09:34",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8465' viewed the 'wiki' activity with course module id '5135'.
"19/02/21, 09:32",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page viewed,The user with id '8411' viewed the page with id '285' for the wiki with course module id '5135'.
"19/02/21, 09:32",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki history viewed,The user with id '8411' viewed the history for the page with id '285' for the wiki with course module id '5135'.
"19/02/21, 09:32",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Comments viewed,The user with id '8411' viewed the comments for the page with id '285' for the wiki with course module id '5135'.
"19/02/21, 09:32",Course: Semantic Web,System,Course viewed,The user with id '8411' viewed the course with id '130'.
"19/02/21, 09:32",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8411' viewed the 'wiki' activity with course module id '5135'.
"19/02/21, 09:32",Course: Semantic Web,System,Course viewed,The user with id '8411' viewed the course with id '130'.
"19/02/21, 09:25",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"19/02/21, 09:19",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8465' viewed the 'wiki' activity with course module id '5135'.
"19/02/21, 09:19",File: ??????,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '5158'.
"19/02/21, 09:19",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '1026'.
"19/02/21, 09:19",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"19/02/21, 02:55",URL: Demonstration,URL,Course module viewed,The user with id '8430' viewed the 'url' activity with course module id '1018'.
"19/02/21, 02:55",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:44",File: ?????? 7: ??????????? ?? ????????? ? Prot�g�,File,Course module viewed,The user with id '8430' viewed the 'resource' activity with course module id '4727'.
"18/02/21, 23:43",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:43",File: Book: Semantic Web Programming,File,Course module viewed,The user with id '8430' viewed the 'resource' activity with course module id '4093'.
"18/02/21, 23:43",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:43",URL: Prot�g�,URL,Course module viewed,The user with id '8430' viewed the 'url' activity with course module id '4092'.
"18/02/21, 23:43",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:40",File: ?????? 7: ??????????? ?? ????????? ? Prot�g�,File,Course module viewed,The user with id '8430' viewed the 'resource' activity with course module id '4727'.
"18/02/21, 23:40",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:37",File: ?????? 6: ??????????? ?? ?????????,File,Course module viewed,The user with id '8430' viewed the 'resource' activity with course module id '4716'.
"18/02/21, 23:37",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:37",URL: Demonstration,URL,Course module viewed,The user with id '8430' viewed the 'url' activity with course module id '1018'.
"18/02/21, 23:37",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:37",URL: RDF   film,URL,Course module viewed,The user with id '8430' viewed the 'url' activity with course module id '975'.
"18/02/21, 23:37",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:34",URL: Demonstration,URL,Course module viewed,The user with id '8430' viewed the 'url' activity with course module id '1018'.
"18/02/21, 23:34",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:34",File: ?????? 6: ??????????? ?? ?????????,File,Course module viewed,The user with id '8430' viewed the 'resource' activity with course module id '4716'.
"18/02/21, 23:33",File: ?????? 4: ???????? OWL,File,Course module viewed,The user with id '8430' viewed the 'resource' activity with course module id '1000'.
"18/02/21, 23:33",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:30",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8430' viewed the 'resource' activity with course module id '1026'.
"18/02/21, 23:30",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 23:30",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8430' viewed the 'wiki' activity with course module id '6512'.
"18/02/21, 23:29",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"18/02/21, 22:10",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8390' viewed the 'wiki' activity with course module id '5135'.
"18/02/21, 22:10",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"18/02/21, 21:54",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8403' viewed the 'wiki' activity with course module id '5135'.
"18/02/21, 21:54",Course: Semantic Web,System,Course viewed,The user with id '8403' viewed the course with id '130'.
"18/02/21, 21:53",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8403' viewed the 'wiki' activity with course module id '6512'.
"18/02/21, 21:53",Course: Semantic Web,System,Course viewed,The user with id '8403' viewed the course with id '130'.
"18/02/21, 21:31",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8390' viewed the 'wiki' activity with course module id '5135'.
"18/02/21, 21:31",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"18/02/21, 21:25",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8402' viewed the 'resource' activity with course module id '1026'.
"18/02/21, 21:24",Course: Semantic Web,System,Course viewed,The user with id '8402' viewed the course with id '130'.
"18/02/21, 21:18",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8403' viewed the 'resource' activity with course module id '1026'.
"18/02/21, 21:18",Course: Semantic Web,System,Course viewed,The user with id '8403' viewed the course with id '130'.
"18/02/21, 21:13",File: ??????,File,Course module viewed,The user with id '8390' viewed the 'resource' activity with course module id '5158'.
"18/02/21, 21:13",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"18/02/21, 20:48",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8403' viewed the 'wiki' activity with course module id '5135'.
"18/02/21, 20:48",Course: Semantic Web,System,Course viewed,The user with id '8403' viewed the course with id '130'.
"18/02/21, 18:43",Course: Semantic Web,System,Course viewed,The user with id '8380' viewed the course with id '130'.
"18/02/21, 14:35",Course: Semantic Web,System,Course viewed,The user with id '8428' viewed the course with id '130'.
"18/02/21, 06:19",Course: Semantic Web,System,Course viewed,The user with id '8391' viewed the course with id '130'.
"18/02/21, 06:19",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8391' viewed the 'wiki' activity with course module id '6512'.
"18/02/21, 06:19",Course: Semantic Web,System,Course viewed,The user with id '8391' viewed the course with id '130'.
"17/02/21, 21:33",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8403' viewed the 'wiki' activity with course module id '5135'.
"17/02/21, 21:33",Course: Semantic Web,System,Course viewed,The user with id '8403' viewed the course with id '130'.
"17/02/21, 20:17",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page viewed,The user with id '8421' viewed the page with id '285' for the wiki with course module id '5135'.
"17/02/21, 20:17",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page locks deleted,The user with id '8421' deleted locks for the page with id '285' for the wiki with course module id '5135'.
"17/02/21, 20:17",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page updated,The user with id '8421' updated the page with id '285' for the wiki with course module id '5135'.
"17/02/21, 20:04",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8421' viewed the 'wiki' activity with course module id '5135'.
"17/02/21, 20:04",Course: Semantic Web,System,Course viewed,The user with id '8421' viewed the course with id '130'.
"17/02/21, 19:12",Course: Semantic Web,System,Course viewed,The user with id '8380' viewed the course with id '130'.
"17/02/21, 15:27",File: ?????? 9: ???????????? ?? ?????????? ???,File,Course module viewed,The user with id '8390' viewed the 'resource' activity with course module id '4768'.
"17/02/21, 15:26",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"17/02/21, 01:23",Course: Semantic Web,System,Course viewed,The user with id '8422' viewed the course with id '130'.
"17/02/21, 01:23",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8422' viewed the 'wiki' activity with course module id '6512'.
"17/02/21, 01:23",Course: Semantic Web,System,Course viewed,The user with id '8422' viewed the course with id '130'.
"17/02/21, 01:23",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8422' has viewed the submission status page for the assignment with course module id '4717'.
"17/02/21, 01:23",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"17/02/21, 01:23",Course: Semantic Web,System,Course viewed,The user with id '8422' viewed the course with id '130'.
"16/02/21, 12:35",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8390' viewed the 'wiki' activity with course module id '5135'.
"16/02/21, 12:35",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"16/02/21, 01:41",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8422' viewed the 'wiki' activity with course module id '5135'.
"16/02/21, 01:41",Course: Semantic Web,System,Course viewed,The user with id '8422' viewed the course with id '130'.
"15/02/21, 19:47",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page viewed,The user with id '8411' viewed the page with id '285' for the wiki with course module id '5135'.
"15/02/21, 19:47",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page locks deleted,The user with id '8411' deleted locks for the page with id '285' for the wiki with course module id '5135'.
"15/02/21, 19:47",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page updated,The user with id '8411' updated the page with id '285' for the wiki with course module id '5135'.
"15/02/21, 19:42",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8411' viewed the 'wiki' activity with course module id '5135'.
"15/02/21, 19:35",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8412' viewed the 'wiki' activity with course module id '5135'.
"15/02/21, 19:34",File: Software,File,Course module viewed,The user with id '8411' viewed the 'resource' activity with course module id '4800'.
"15/02/21, 19:34",Course: Semantic Web,System,Course viewed,The user with id '8411' viewed the course with id '130'.
"15/02/21, 19:24",Course: Semantic Web,System,Course viewed,The user with id '8412' viewed the course with id '130'.
"15/02/21, 19:23",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8412' viewed the 'resource' activity with course module id '6519'.
"15/02/21, 19:21",Course: Semantic Web,System,Course viewed,The user with id '8412' viewed the course with id '130'.
"15/02/21, 19:21",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8411' viewed the 'wiki' activity with course module id '5135'.
"15/02/21, 19:20",Course: Semantic Web,System,Course viewed,The user with id '8411' viewed the course with id '130'.
"15/02/21, 19:20",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8412' viewed the 'wiki' activity with course module id '5135'.
"15/02/21, 19:20",Course: Semantic Web,System,Course viewed,The user with id '8412' viewed the course with id '130'.
"15/02/21, 19:19",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8411' viewed the 'resource' activity with course module id '6519'.
"15/02/21, 19:19",Course: Semantic Web,System,Course viewed,The user with id '8411' viewed the course with id '130'.
"15/02/21, 18:11",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8423' viewed the 'resource' activity with course module id '6519'.
"15/02/21, 18:11",Course: Semantic Web,System,Course viewed,The user with id '8423' viewed the course with id '130'.
"15/02/21, 13:11",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"15/02/21, 09:51",Course: Semantic Web,System,Course viewed,The user with id '8440' viewed the course with id '130'.
"15/02/21, 09:34",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8440' viewed the 'wiki' activity with course module id '5136'.
"15/02/21, 09:31",Course: Semantic Web,System,Course viewed,The user with id '8440' viewed the course with id '130'.
"14/02/21, 23:20",Course: Semantic Web,System,Course viewed,The user with id '8448' viewed the course with id '130'.
"14/02/21, 22:11",Course: Semantic Web,System,Course viewed,The user with id '8387' viewed the course with id '130'.
"14/02/21, 19:17",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5135'.
"14/02/21, 19:17",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"14/02/21, 17:09",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5135'.
"14/02/21, 17:08",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"14/02/21, 17:08",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5136'.
"14/02/21, 17:05",File: ?????????? 2,File,Course module viewed,The user with id '8443' viewed the 'resource' activity with course module id '4799'.
"14/02/21, 17:04",File: ?????????? 2,File,Course module viewed,The user with id '8443' viewed the 'resource' activity with course module id '4799'.
"14/02/21, 17:04",File: ?????????? 1,File,Course module viewed,The user with id '8443' viewed the 'resource' activity with course module id '4798'.
"14/02/21, 17:04",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"14/02/21, 16:54",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5135'.
"14/02/21, 16:54",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"14/02/21, 12:00",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8380' viewed the 'resource' activity with course module id '6519'.
"14/02/21, 12:00",Course: Semantic Web,System,Course viewed,The user with id '8380' viewed the course with id '130'.
"14/02/21, 10:31",Course: Semantic Web,System,Course viewed,The user with id '8380' viewed the course with id '130'.
"13/02/21, 08:25",Course: Semantic Web,System,Course viewed,The user with id '8380' viewed the course with id '130'.
"12/02/21, 17:02",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8390' viewed the 'wiki' activity with course module id '5135'.
"12/02/21, 17:02",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"12/02/21, 13:15",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"12/02/21, 10:51",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8390' viewed the 'resource' activity with course module id '6519'.
"12/02/21, 10:51",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"11/02/21, 23:57",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"11/02/21, 09:26",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8443' has viewed the submission status page for the assignment with course module id '4717'.
"11/02/21, 09:26",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8443' viewed the 'assign' activity with course module id '4717'.
"11/02/21, 09:26",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5136'.
"11/02/21, 09:26",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"10/02/21, 13:42",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"10/02/21, 00:11",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"10/02/21, 00:11",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"10/02/21, 00:11",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"9/02/21, 19:05",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8405' viewed the 'resource' activity with course module id '6519'.
"9/02/21, 19:05",Course: Semantic Web,System,Course viewed,The user with id '8405' viewed the course with id '130'.
"9/02/21, 19:04",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8405' viewed the 'wiki' activity with course module id '5135'.
"9/02/21, 19:03",File: ??????,File,Course module viewed,The user with id '8405' viewed the 'resource' activity with course module id '5158'.
"9/02/21, 19:03",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8405' viewed the 'resource' activity with course module id '1026'.
"9/02/21, 19:02",Course: Semantic Web,System,Course viewed,The user with id '8405' viewed the course with id '130'.
"9/02/21, 18:33",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8411' has viewed the submission status page for the assignment with course module id '4717'.
"9/02/21, 18:33",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8411' viewed the 'assign' activity with course module id '4717'.
"9/02/21, 18:33",Course: Semantic Web,System,Course viewed,The user with id '8411' viewed the course with id '130'.
"9/02/21, 16:34",Course: Semantic Web,System,Course viewed,The user with id '8440' viewed the course with id '130'.
"9/02/21, 14:23",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"9/02/21, 14:23",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"9/02/21, 14:23",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"9/02/21, 14:23",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"9/02/21, 14:22",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8408' viewed the 'wiki' activity with course module id '6512'.
"9/02/21, 14:22",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"9/02/21, 13:59",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"9/02/21, 13:58",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8431' viewed the 'resource' activity with course module id '6519'.
"9/02/21, 13:58",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"9/02/21, 13:58",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8431' viewed the 'resource' activity with course module id '1026'.
"9/02/21, 13:58",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"9/02/21, 13:49",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"9/02/21, 13:49",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"9/02/21, 13:49",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"9/02/21, 13:48",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"9/02/21, 10:11",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8379' viewed the 'resource' activity with course module id '6519'.
"9/02/21, 10:11",Course: Semantic Web,System,Course viewed,The user with id '8379' viewed the course with id '130'.
"9/02/21, 10:02",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:02",File: ?????? 10: Oracle Spatial and Graph Graph Overview,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '4769'.
"9/02/21, 10:02",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:02",File: ?????? 9: ???????????? ?? ?????????? ???,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '4768'.
"9/02/21, 10:01",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:01",File: ?????? 8: ???? ?? ?????? SPARQL,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '4767'.
"9/02/21, 10:01",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:01",File: ?????? 6: ??????????? ?? ?????????,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '4716'.
"9/02/21, 10:01",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:01",File: ?????? 7: ??????????? ?? ????????? ? Prot�g�,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '4727'.
"9/02/21, 10:01",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:01",File: ?????? 6: ??????????? ?? ?????????,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '4716'.
"9/02/21, 10:01",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:01",File: ?????? 5: Description Logics (DL). Ontology Reasoning.,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '4715'.
"9/02/21, 10:01",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:01",File: ?????? 4: ???????? OWL,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '1000'.
"9/02/21, 10:00",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:00",File: ?????? 4: ???????? OWL,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '1000'.
"9/02/21, 10:00",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:00",File: ?????? 3: ?????????? ?? ????????????. ????????? RDF ? RDFS.,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '970'.
"9/02/21, 10:00",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:00",File: ?????? 2: ???????? XML ,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '4695'.
"9/02/21, 10:00",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 10:00",File: ?????? 1: ????????? ? ???????????? ?? ?????????? ???,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '969'.
"9/02/21, 10:00",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 09:59",File: ????????? ? ?????,File,Course module viewed,The user with id '8465' viewed the 'resource' activity with course module id '973'.
"9/02/21, 09:59",Course: Semantic Web,System,Course viewed,The user with id '8465' viewed the course with id '130'.
"9/02/21, 08:35",Course: Semantic Web,System,Course viewed,The user with id '8428' viewed the course with id '130'.
"9/02/21, 08:31",Course: Semantic Web,System,Course viewed,The user with id '8391' viewed the course with id '130'.
"8/02/21, 21:42",Course: Semantic Web,System,Course viewed,The user with id '8384' viewed the course with id '130'.
"8/02/21, 21:31",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8384' viewed the 'resource' activity with course module id '6519'.
"8/02/21, 21:31",Course: Semantic Web,System,Course viewed,The user with id '8384' viewed the course with id '130'.
"8/02/21, 21:31",Course: Semantic Web,System,Course viewed,The user with id '8384' viewed the course with id '130'.
"8/02/21, 20:46",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8431' viewed the 'resource' activity with course module id '6519'.
"8/02/21, 20:46",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8431' viewed the 'resource' activity with course module id '1026'.
"8/02/21, 20:46",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"8/02/21, 20:33",Course: Semantic Web,System,Course viewed,The user with id '8391' viewed the course with id '130'.
"8/02/21, 20:00",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8392' viewed the 'resource' activity with course module id '6519'.
"8/02/21, 20:00",Course: Semantic Web,System,Course viewed,The user with id '8392' viewed the course with id '130'.
"8/02/21, 18:54",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"8/02/21, 18:54",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8393' viewed the 'resource' activity with course module id '6519'.
"8/02/21, 18:54",Course: Semantic Web,System,Course viewed,The user with id '8393' viewed the course with id '130'.
"8/02/21, 16:58",Course: Semantic Web,System,Course viewed,The user with id '8402' viewed the course with id '130'.
"8/02/21, 16:58",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8402' viewed the 'resource' activity with course module id '6519'.
"8/02/21, 16:58",Course: Semantic Web,System,Course viewed,The user with id '8402' viewed the course with id '130'.
"8/02/21, 16:42",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"8/02/21, 16:41",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"8/02/21, 16:41",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"8/02/21, 16:41",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"8/02/21, 15:58",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"8/02/21, 15:57",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"8/02/21, 15:57",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"8/02/21, 15:57",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"8/02/21, 15:04",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"8/02/21, 15:04",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"8/02/21, 15:03",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8408' viewed the 'wiki' activity with course module id '6512'.
