Time,Event context,Component,Event name,Description
"10/01/21, 19:02",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8420' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 19:02",Course: Semantic Web,System,Course viewed,The user with id '8420' viewed the course with id '130'.
"10/01/21, 18:22",File: ??????,File,Course module viewed,The user with id '8424' viewed the 'resource' activity with course module id '5158'.
"10/01/21, 18:22",Course: Semantic Web,System,Course viewed,The user with id '8424' viewed the course with id '130'.
"10/01/21, 17:52",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"10/01/21, 17:50",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8396' viewed the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 17:50",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"10/01/21, 17:50",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8396' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 17:50",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8396' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 17:50",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"10/01/21, 17:48",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8396' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 17:48",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"10/01/21, 17:30",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8423' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 17:30",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8423' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 17:30",Course: Semantic Web,System,Course viewed,The user with id '8423' viewed the course with id '130'.
"10/01/21, 17:30",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8423' viewed the 'resource' activity with course module id '6519'.
"10/01/21, 17:30",Course: Semantic Web,System,Course viewed,The user with id '8423' viewed the course with id '130'.
"10/01/21, 17:30",File: ?????? 8: ???? ?? ?????? SPARQL,File,Course module viewed,The user with id '8424' viewed the 'resource' activity with course module id '4767'.
"10/01/21, 17:29",Course: Semantic Web,System,Course viewed,The user with id '8424' viewed the course with id '130'.
"10/01/21, 17:01",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"10/01/21, 17:01",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8447' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 16:56",Course: Semantic Web,System,Course viewed,The user with id '8447' viewed the course with id '130'.
"10/01/21, 16:08",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8413' viewed the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 16:08",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page locks deleted,The user with id '8413' deleted locks for the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 16:08",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page updated,The user with id '8413' updated the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 16:06",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8413' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 16:06",Course: Semantic Web,System,Course viewed,The user with id '8413' viewed the course with id '130'.
"10/01/21, 16:06",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8413' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 16:06",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8413' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 16:06",Course: Semantic Web,System,Course viewed,The user with id '8413' viewed the course with id '130'.
"10/01/21, 16:05",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8413' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 16:05",Course: Semantic Web,System,Course viewed,The user with id '8413' viewed the course with id '130'.
"10/01/21, 16:05",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8413' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 16:05",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8413' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 16:05",Course: Semantic Web,System,Course viewed,The user with id '8413' viewed the course with id '130'.
"10/01/21, 16:03",File: ?????????? 4,File,Course module viewed,The user with id '8419' viewed the 'resource' activity with course module id '4840'.
"10/01/21, 15:37",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"10/01/21, 15:20",File: ?????? 7: ??????????? ?? ????????? ? Prot�g�,File,Course module viewed,The user with id '8428' viewed the 'resource' activity with course module id '4727'.
"10/01/21, 15:20",Course: Semantic Web,System,Course viewed,The user with id '8428' viewed the course with id '130'.
"10/01/21, 15:05",File: ?????? 9: ???????????? ?? ?????????? ???,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '4768'.
"10/01/21, 15:05",File: ?????? 8: ???? ?? ?????? SPARQL,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '4767'.
"10/01/21, 15:05",File: ?????? 7: ??????????? ?? ????????? ? Prot�g�,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '4727'.
"10/01/21, 15:05",File: ?????? 6: ??????????? ?? ?????????,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '4716'.
"10/01/21, 15:04",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"10/01/21, 15:03",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8483' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 15:02",Course: Semantic Web,System,Course viewed,The user with id '8483' viewed the course with id '130'.
"10/01/21, 13:55",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 13:55",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"10/01/21, 13:52",Course: Semantic Web,System,Course viewed,The user with id '8438' viewed the course with id '130'.
"10/01/21, 13:51",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8449' viewed the 'wiki' activity with course module id '5135'.
"10/01/21, 13:51",Course: Semantic Web,System,Course viewed,The user with id '8449' viewed the course with id '130'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8400' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8400' has submitted the submission with id '21245' for the assignment with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission updated.,The user with id '8400' updated a file submission and uploaded '2' file/s in the assignment with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8400' has uploaded a file to the submission with id '21245' in the assignment activity with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8400' viewed their submission for the assignment with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8400' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8400' has submitted the submission with id '21245' for the assignment with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission updated.,The user with id '8400' updated a file submission and uploaded '3' file/s in the assignment with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8400' has uploaded a file to the submission with id '21245' in the assignment activity with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 13:27",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8400' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 13:27",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 13:27",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8400' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 13:27",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8400' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 13:23",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page viewed,The user with id '8451' viewed the page with id '285' for the wiki with course module id '5135'.
"10/01/21, 13:23",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page locks deleted,The user with id '8451' deleted locks for the page with id '285' for the wiki with course module id '5135'.
"10/01/21, 13:23",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Wiki page updated,The user with id '8451' updated the page with id '285' for the wiki with course module id '5135'.
"10/01/21, 13:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8400' viewed their submission for the assignment with course module id '4717'.
"10/01/21, 13:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 13:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8400' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 13:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 13:11",Course: Semantic Web,System,Course viewed,The user with id '8373' viewed the course with id '130'.
"10/01/21, 13:10",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8373' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 13:10",Course: Semantic Web,System,Course viewed,The user with id '8373' viewed the course with id '130'.
"10/01/21, 13:10",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"10/01/21, 13:08",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8400' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 13:05",File: ?????? 7: ??????????? ?? ????????? ? Prot�g�,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '4727'.
"10/01/21, 13:05",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"10/01/21, 13:03",File: ?????? 6: ??????????? ?? ?????????,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '4716'.
"10/01/21, 13:03",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"10/01/21, 13:03",File: ?????? 5: Description Logics (DL). Ontology Reasoning.,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '4715'.
"10/01/21, 12:58",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8451' viewed the 'wiki' activity with course module id '5135'.
"10/01/21, 12:58",Course: Semantic Web,System,Course viewed,The user with id '8451' viewed the course with id '130'.
"10/01/21, 12:58",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8451' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 12:58",Course: Semantic Web,System,Course viewed,The user with id '8451' viewed the course with id '130'.
"10/01/21, 12:58",Course: Semantic Web,System,Course viewed,The user with id '8451' viewed the course with id '130'.
"10/01/21, 12:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8451' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 12:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8451' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 12:58",Course: Semantic Web,System,Course viewed,The user with id '8451' viewed the course with id '130'.
"10/01/21, 12:57",File: Book: Semantic Web Programming,File,Course module viewed,The user with id '8451' viewed the 'resource' activity with course module id '4093'.
"10/01/21, 12:57",Course: Semantic Web,System,Course viewed,The user with id '8451' viewed the course with id '130'.
"10/01/21, 12:51",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8373' viewed the 'wiki' activity with course module id '5135'.
"10/01/21, 12:51",Course: Semantic Web,System,Course viewed,The user with id '8373' viewed the course with id '130'.
"10/01/21, 12:43",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8390' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 12:43",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"10/01/21, 12:43",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8390' viewed the 'wiki' activity with course module id '5135'.
"10/01/21, 12:43",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"10/01/21, 12:42",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8390' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 12:42",Course: Semantic Web,System,Course viewed,The user with id '8390' viewed the course with id '130'.
"10/01/21, 12:33",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8391' viewed the 'resource' activity with course module id '6519'.
"10/01/21, 12:33",Course: Semantic Web,System,Course viewed,The user with id '8391' viewed the course with id '130'.
"10/01/21, 12:33",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8391' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 12:33",Course: Semantic Web,System,Course viewed,The user with id '8391' viewed the course with id '130'.
"10/01/21, 12:21",File: ??????,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '5158'.
"10/01/21, 12:07",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8400' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 11:59",File: ?????? 3: ?????????? ?? ????????????. ????????? RDF ? RDFS.,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '970'.
"10/01/21, 11:48",File: ??????,File,Course module viewed,The user with id '8400' viewed the 'resource' activity with course module id '5158'.
"10/01/21, 11:48",Assignment: ??????? ?? ???. 1,Assignment,The status of the submission has been viewed.,The user with id '8400' has viewed the submission status page for the assignment with course module id '6386'.
"10/01/21, 11:48",Assignment: ??????? ?? ???. 1,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '6386'.
"10/01/21, 11:48",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8406' viewed the 'wiki' activity with course module id '5135'.
"10/01/21, 11:47",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8400' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 11:47",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"10/01/21, 11:47",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8400' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 11:47",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8400' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 11:47",Course: Semantic Web,System,Course viewed,The user with id '8400' viewed the course with id '130'.
"10/01/21, 11:31",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8406' viewed the 'wiki' activity with course module id '5135'.
"10/01/21, 11:31",File: ??????,File,Course module viewed,The user with id '8406' viewed the 'resource' activity with course module id '5158'.
"10/01/21, 11:31",Course: Semantic Web,System,Course viewed,The user with id '8406' viewed the course with id '130'.
"10/01/21, 11:27",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:26",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:26",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8399' viewed the 'wiki' activity with course module id '5135'.
"10/01/21, 11:26",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:23",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8399' viewed the 'resource' activity with course module id '6519'.
"10/01/21, 11:23",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:22",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8399' viewed the 'wiki' activity with course module id '5135'.
"10/01/21, 11:21",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:21",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8399' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 11:21",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8399' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 11:21",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8399' has submitted the submission with id '22602' for the assignment with course module id '4717'.
"10/01/21, 11:21",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission created.,The user with id '8399' created a file submission and uploaded '1' file/s in the assignment with course module id '4717'.
"10/01/21, 11:21",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8399' has uploaded a file to the submission with id '22602' in the assignment activity with course module id '4717'.
"10/01/21, 11:21",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8399' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 11:20",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8399' viewed their submission for the assignment with course module id '4717'.
"10/01/21, 11:20",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8399' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 11:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8399' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 11:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8399' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 11:18",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:16",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8399' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 11:16",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8399' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 11:16",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:14",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8399' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 11:14",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8399' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 11:14",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:14",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:14",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8399' has viewed the submission status page for the assignment with course module id '6390'.
"10/01/21, 11:14",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8399' viewed the 'assign' activity with course module id '6390'.
"10/01/21, 11:14",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:14",Assignment: ??????? ?? ???. 4,Assignment,The status of the submission has been viewed.,The user with id '8399' has viewed the submission status page for the assignment with course module id '6389'.
"10/01/21, 11:14",Assignment: ??????? ?? ???. 4,Assignment,Course module viewed,The user with id '8399' viewed the 'assign' activity with course module id '6389'.
"10/01/21, 11:14",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:13",Assignment: ??????? ?? ???. 3,Assignment,The status of the submission has been viewed.,The user with id '8399' has viewed the submission status page for the assignment with course module id '6388'.
"10/01/21, 11:13",Assignment: ??????? ?? ???. 3,Assignment,Course module viewed,The user with id '8399' viewed the 'assign' activity with course module id '6388'.
"10/01/21, 11:13",Course: Semantic Web,System,Course viewed,The user with id '8399' viewed the course with id '130'.
"10/01/21, 11:04",Course: Semantic Web,System,Course viewed,The user with id '8394' viewed the course with id '130'.
"10/01/21, 11:02",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8394' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 11:02",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8394' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 11:01",Course: Semantic Web,System,Course viewed,The user with id '8394' viewed the course with id '130'.
"10/01/21, 10:45",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8394' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 10:44",Course: Semantic Web,System,Course viewed,The user with id '8394' viewed the course with id '130'.
"10/01/21, 10:44",URL: Demonstration,URL,Course module viewed,The user with id '8394' viewed the 'url' activity with course module id '1018'.
"10/01/21, 10:43",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8394' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 10:43",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8394' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 10:42",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8394' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 10:42",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8394' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 10:42",Course: Semantic Web,System,Course viewed,The user with id '8394' viewed the course with id '130'.
"10/01/21, 10:42",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8394' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 10:42",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8394' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 10:42",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8394' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 10:40",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8394' viewed the 'resource' activity with course module id '6519'.
"10/01/21, 10:40",Course: Semantic Web,System,Course viewed,The user with id '8394' viewed the course with id '130'.
"10/01/21, 09:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8392' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 09:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8392' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 09:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8392' has submitted the submission with id '20503' for the assignment with course module id '4717'.
"10/01/21, 09:19",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission created.,The user with id '8392' created a file submission and uploaded '2' file/s in the assignment with course module id '4717'.
"10/01/21, 09:19",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8392' has uploaded a file to the submission with id '20503' in the assignment activity with course module id '4717'.
"10/01/21, 09:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8392' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 09:17",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8392' viewed their submission for the assignment with course module id '4717'.
"10/01/21, 09:17",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8392' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 09:17",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8392' has viewed the submission status page for the assignment with course module id '4717'.
"10/01/21, 09:17",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8392' viewed the 'assign' activity with course module id '4717'.
"10/01/21, 09:17",Course: Semantic Web,System,Course viewed,The user with id '8392' viewed the course with id '130'.
"10/01/21, 09:14",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8392' viewed the 'wiki' activity with course module id '6512'.
"10/01/21, 09:13",Course: Semantic Web,System,Course viewed,The user with id '8392' viewed the course with id '130'.
"10/01/21, 09:11",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8392' viewed the 'resource' activity with course module id '1026'.
"10/01/21, 09:08",Course: Semantic Web,System,Course viewed,The user with id '8392' viewed the course with id '130'.
"10/01/21, 06:20",Course: Semantic Web,System,Course viewed,The user with id '8414' viewed the course with id '130'.
"10/01/21, 06:20",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page viewed,The user with id '8414' viewed the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 06:20",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page locks deleted,The user with id '8414' deleted locks for the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 06:20",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Wiki page updated,The user with id '8414' updated the page with id '286' for the wiki with course module id '5136'.
"10/01/21, 06:19",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8414' viewed the 'wiki' activity with course module id '5136'.
"10/01/21, 06:19",Course: Semantic Web,System,Course viewed,The user with id '8414' viewed the course with id '130'.
